name,rating,review_count,price,latitude,longitude,address,city,state,categories
Mercados Marias 2,5.0,5,,35.8244591,-86.3625717,"1820 Bradyville Pike, Murfreesboro, TN 37130",Murfreesboro,TN,"Meat Shops, Mexican, International Grocery"
Jim 'N Nick's Bar-B-Q,3.8,270,$$,35.8543993,-86.42979364441379,"436 N Thompson Ln, Murfreesboro, TN 37129",Murfreesboro,TN,"Barbeque, Southern, Sandwiches"
Mi Patria Mexican Restaurant,3.7,121,$$,35.84799578565173,-86.4158297,"230 Stones River Mall Blvd, Murfreesboro, TN 37129",Murfreesboro,TN,Mexican
Texas Roadhouse,3.2,220,$$,35.84781587,-86.43898013851103,"116 John R Rice Blvd, Murfreesboro, TN 37129",Murfreesboro,TN,"Diners, Steakhouses, Burgers"
Toot's West,3.6,91,$$,35.843467,-86.472755,"4213 Franklin Rd, Murfreesboro, TN 37128",Murfreesboro,TN,"Cocktail Bars, Seafood, American"
Luca's Pizzeria,4.5,195,$,35.8111283,-86.4577735,"2658 New Salem Hwy, Ste A6B, Murfreesboro, TN 37128",Murfreesboro,TN,"Pizza, Italian, Chicken Wings"
Main Event,4.1,34,,35.86645330106871,-86.44525729738659,"1510 Greshampark Dr, Murfreesboro, TN 37129",Murfreesboro,TN,"Arcades, Bowling, American"
Donut Country,4.3,162,$,35.8604399,-86.39118,"1311 Memorial Blvd, Murfreesboro, TN 37129",Murfreesboro,TN,"Donuts, Coffee & Tea, Breakfast & Brunch"
Love Thai Sushi,4.0,51,,35.860622508434716,-86.41756763742704,"1440 Medical Ctr Pkwy, Ste F, Murfreesboro, TN 37129",Murfreesboro,TN,"Thai, Sushi Bars"
Mission BBQ,4.4,213,$$,35.85872180170737,-86.43777237031566,"2314 Medical Center Pkwy, Murfreesboro, TN 37129",Murfreesboro,TN,"Barbeque, Sandwiches"
Koji Express Japanese Grill,3.9,111,$,35.858335267698,-86.3921070098877,"1010 Memorial Blvd, Murfreesboro, TN 37129",Murfreesboro,TN,Japanese
Farmer's Family Restaurant,3.0,201,$$,35.8467525,-86.4255899,"1958 Old Fort Pkwy, Murfreesboro, TN 37129",Murfreesboro,TN,"Breakfast & Brunch, Seafood, Steakhouses"
Mimi's Cafe,3.2,389,$$,35.86039425529563,-86.44336729,"2625 Medical Center Pkwy, Murfreesboro, TN 37129",Murfreesboro,TN,"American, Breakfast & Brunch, Seafood"
IHOP,3.2,90,$$,35.84726,-86.42184,"1728 Old Fort Pkwy, Murfreesboro, TN 37129",Murfreesboro,TN,"Breakfast & Brunch, American, Burgers"
Carrabba's Italian Grill,3.4,154,$$,35.8571824,-86.4289636,"544 N Thompson Ln, Ste E, Murfreesboro, TN 37129",Murfreesboro,TN,"Italian, Seafood"
Simply Pure Sweets,4.4,79,$,35.84678,-86.3911113,"128 N Church St, Murfreesboro, TN 37130",Murfreesboro,TN,"Coffee & Tea, Bakeries, New American"
Carmen's Taqueria,3.8,221,$,35.8695499,-86.38858,"206 W Northfield Blvd, Murfreesboro, TN 37129",Murfreesboro,TN,"Mexican, Breakfast & Brunch"
Catfeine,4.5,21,,35.8416063,-86.4400538,"517 Cason Ln, Ste D, Murfreesboro, TN 37128",Murfreesboro,TN,"Pet Adoption, Themed Cafes"
Mexiven,4.4,72,$,35.824819718615274,-86.36397368220719,"1706 Bradyville Pike, Murfreesboro, TN 37130",Murfreesboro,TN,Mexican
Casa Adobe Express,4.7,14,,35.82358,-86.41482,"1433 Warrior Dr, Murfreesboro, TN 37128",Murfreesboro,TN,"Salad, Soup, Mexican"
Tokyo Japanese Steak House,4.2,382,$$,35.97909,-86.55816,"701 President Pl, Ste 100, Smyrna, TN 37167",Murfreesboro,TN,"Japanese, Sushi Bars, Steakhouses"
Lemongrass Sushi and Thai,4.2,291,$$,35.78681,-86.40444,"220 Veterans Pkwy, Murfreesboro, TN 37128",Murfreesboro,TN,"Thai, Sushi Bars, Japanese"
Old Country Cooking,3.0,1,,35.78510415850774,-86.36532722883618,"1646 Joe B Jackson Pkwy, Murfreesboro, TN 37127",Murfreesboro,TN,Chicken Wings
The Clay Pit,4.0,189,$$,35.86422641462497,-86.4089027,"1312 NW Broad St, Murfreesboro, TN 37129",Murfreesboro,TN,"Indian, Venues & Event Spaces, Buffets"
Bean Loft  Coffee Company,4.8,17,$,35.84323241980896,-86.3718474,"2136 Middle Tennessee Blvd, Murfreesboro, TN 37130",Murfreesboro,TN,"Coffee & Tea, Waffles, Juice Bars & Smoothies"
Oscar's Taco Shop,4.0,138,$,35.873534370630786,-86.38594063493962,"1875 Memorial Blvd, Ste A, Murfreesboro, TN 37129",Murfreesboro,TN,Mexican
Red Bicycle Coffee & Crepes,4.0,27,,35.845495714530394,-86.3921071116566,"11 S Public Square, Murfreesboro, TN 37130",Murfreesboro,TN,"Coffee & Tea, Breakfast & Brunch, Creperies"
Just Love Coffee Cafe - Murfreesboro East,4.4,251,$,35.87003531,-86.38719674,"129 Mtcs Rd, Murfreesboro, TN 37129",Murfreesboro,TN,"Coffee & Tea, Breakfast & Brunch, Waffles"
Poke Fun,4.7,180,$$,35.8573,-86.43068,"577 N Thompson Ln, Ste F, Murfreesboro, TN 37129",Murfreesboro,TN,"Poke, Japanese, Bubble Tea"
Seasons of Murfreesboro Restaurant & Lounge,3.4,18,,35.84719748189945,-86.43245408934185,"2227 Old Fort Pkwy, Murfreesboro, TN 37129",Murfreesboro,TN,"American, Southern, Breakfast & Brunch"
Salads On Demand,4.3,70,$$,35.880131380675465,-86.42887839460187,"2137 NW Broad St, Murfreesboro, TN 37129",Murfreesboro,TN,Salad
Mr Brews Taphouse,3.9,55,$$,35.8426493,-86.4907326,"5525 Franklin Rd, Murfreesboro, TN 37128",Murfreesboro,TN,"Burgers, Chicken Wings, Beer, Wine & Spirits"
Toot's South,3.4,111,$$,35.78715,-86.40137,"2992 S Church St, Murfreesboro, TN 37127",Murfreesboro,TN,American
Samurai's Cuisine,3.4,205,$$,35.85471,-86.43095,"451 N Thompson Ln, Murfreesboro, TN 37129",Murfreesboro,TN,"Asian Fusion, Japanese"
Hank's Honky Tonk,3.7,38,,35.8871840122953,-86.3843125639635,"2341 Memorial Blvd, Murfreesboro, TN 37129",Murfreesboro,TN,"American, Sandwiches, Salad"
Twin Yolk,4.6,15,,35.8236468,-86.39548032496701,"1630 S Church St, Ste 101, Murfreesboro, TN 37130",Murfreesboro,TN,"Breakfast & Brunch, Burgers, Sandwiches"
Gentleman Jim's Bar & Grill 1,4.5,6,$,35.8405495,-86.3558426,"2115 E Main St, Murfreesboro, TN 37130",Murfreesboro,TN,American
All American Cafe,4.0,137,$,35.84453,-86.44771,"2805 Old Fort Pkwy, Murfreesboro, TN 37128",Murfreesboro,TN,"Donuts, Burgers, Breakfast & Brunch"
Checkers,1.6,20,,35.855263,-86.403581,"829 NW Broad Street, Murfreesboro, TN 37129",Murfreesboro,TN,"Burgers, Fast Food"
Sweetwater Saloon & Grill,4.0,1,,35.8460998535156,-86.3973159790039,"527 W Main St, Murfreesboro, TN 37129",Murfreesboro,TN,Restaurants
Clean Eatz,3.9,19,,35.858468,-86.435377,"2222 Medical Ctr Pkwy, Murfreesboro, TN 37129",Murfreesboro,TN,Cafes
Front Street Pub,4.6,5,,35.98136139528635,-86.51956840000003,"104 Front St, Smyrna, TN 37167",Murfreesboro,TN,"American, Pubs, Music Venues"
TN Craft Butcher,4.4,14,,35.843796,-86.467405,"3921 Franklin Rd, Murfreesboro, TN 37130",Murfreesboro,TN,"Butcher, Pop-Up Restaurants, Meat Shops"
Taste of China,3.8,69,$,35.87086,-86.41371,"1730 W Northfield Blvd, Murfreesboro, TN 37129",Murfreesboro,TN,"Chinese, Fast Food"
Rock N Roll Sushi,3.8,148,$$,35.86606943,-86.45108664,"3053 Medical Center Pkwy, Ste D, Murfreesboro, TN 37129",Murfreesboro,TN,"Sushi Bars, Salad, Soup"
Outback Steakhouse,3.2,134,$$,35.8488885,-86.4264518484621,"1968 Old Fort Pkwy, Murfreesboro, TN 37129",Murfreesboro,TN,Steakhouses
Golden Grill Mongolian & Japanese Cuisine,4.6,34,$$,35.791366021030434,-86.4005928,"2898 S Church St, Ste C, Murfreesboro, TN 37127",Murfreesboro,TN,"Japanese, Mongolian"
Thai Pattaya,3.9,88,$$,35.8544,-86.40137,"810 NW Broad St, Ste 262, Murfreesboro, TN 37129",Murfreesboro,TN,"Thai, Desserts, Salad"
Zaxbys,2.4,47,$,35.8461999,-86.4057096411044,"905 Old Fort Pkwy, Murfreesboro, TN 37129",Murfreesboro,TN,"Fast Food, Chicken Wings, Salad"
Chili's,2.9,91,$$,35.86209,-86.44507,"2741 Medical Center Pkwy, Murfreesboro, TN 37129",Murfreesboro,TN,"Tex-Mex, American, Bars"
Acapulco Xpress,4.2,16,,35.90938879747149,-86.38337316117834,"3364 Memorial Blvd, Murfreesboro, TN 37129",Murfreesboro,TN,"Latin American, Cuban, Mexican"
CAVA,3.4,33,$$,35.86018346733378,-86.44181883335115,"2634 Medical Center Pkwy, Murfreesboro, TN 37129",Murfreesboro,TN,"Mediterranean, Salad"
De Mi Campo Restaurant,4.5,31,,36.006379,-86.567079,"400b Old Nashville Hwy, La Vergne, TN 37086",Murfreesboro,TN,"American, Puerto Rican"
The White Alligator,4.5,116,$$,35.93222967454139,-86.85954410347658,"230 Franklin Rd, Ste 11HH, Franklin, TN 37064",Franklin,TN,"Seafood, Cocktail Bars"
Chrysalis,4.5,505,$$,35.956532858078695,-86.80271993847123,"9040 Carothers Pkwy, Franklin, TN 37067",Franklin,TN,"Italian, Tapas/Small Plates, Cocktail Bars"
Two Hands,4.1,27,,35.93325,-86.86128,"230 Franklin Rd, Franklin, TN 37064",Franklin,TN,"Breakfast & Brunch, Australian, Cocktail Bars"
Italy From Scratch,4.9,10,,35.93,-86.86999999999999,"Franklin, TN 37068",Franklin,TN,"Cooking Classes, Italian, Do-It-Yourself Food"
Red Pony,4.3,598,$$$,35.924475502857106,-86.8707589662347,"408 Main St, Franklin, TN 37064",Franklin,TN,"American, Southern, Cocktail Bars"
Saffire Restaurant,4.2,45,,35.93266510065698,-86.86107348220901,"230 Franklin Rd, Franklin, TN 37064",Franklin,TN,New American
Cork & Cow,4.3,372,$$$,35.92439,-86.87038,"403 Main St, Franklin, TN 37064",Franklin,TN,"Steakhouses, Seafood, Italian"
55 South - Franklin,4.2,818,$$,35.92439,-86.87038,"403 Main St, Franklin, TN 37064",Franklin,TN,"Southern, Bars, Sandwiches"
Mi Kitchen,4.8,218,,35.95760230685008,-86.80187347836502,"9050 Carothers Pkwy, Ste 104, Franklin, TN 37067",Franklin,TN,"Tapas Bars, Tapas/Small Plates, Asian Fusion"
Little Hats,3.4,34,,35.95111914310781,-86.80762319738277,"980 Meridian Blvd, Franklin, TN 37067",Franklin,TN,"Pasta Shops, Cheese Shops, Delis"
Culaccino,4.2,331,$$$,35.926563,-86.866558,"104 E Main St, Franklin, TN 37064",Franklin,TN,"Italian, Bars"
Serrato's Steakhouse,4.6,248,$$,35.894119363041774,-86.87812667093617,"3046 Columbia Ave, Ste 102, Franklin, TN 37064",Franklin,TN,"Steakhouses, Bars, Seafood"
etch,4.3,35,,35.93281491610655,-86.86111470354543,"230 Franklin Rd, Franklin, TN 37064",Franklin,TN,"New American, Desserts, Cocktail Bars"
Slice House by Tony Gemignani,3.8,46,,35.92689,-86.86627,"98 E Main St, Franklin, TN 37064",Franklin,TN,"Pizza, Italian, Salad"
Tupelo Honey Southern Kitchen & Bar,4.0,1397,$$,35.951493,-86.808062,"2000 Meridian Blvd, Franklin, TN 37067",Franklin,TN,"Southern, Breakfast & Brunch, New American"
Puckett's Restaurant,4.1,1226,$$,35.923758,-86.869966,"120 4th Ave S, Franklin, TN 37064",Franklin,TN,"Barbeque, Breakfast & Brunch, Southern"
Culamar,3.9,83,,35.92665118520639,-86.8657693240251,"99 E Main St, Ste 190, Franklin, TN 37064",Franklin,TN,"Italian, Seafood, Wine Bars"
BrickTop's,4.0,390,$$$,35.935581,-86.82576,"1576 W Mcewen Dr, Franklin, TN 37067",Franklin,TN,New American
Neighbors,3.9,79,,35.9387414,-86.82631120243461,"4031 Aspen Grove Dr, Ste 162⁣⁣, Franklin, TN 37067",Franklin,TN,"Salad, Cocktail Bars"
Kokomo Trading Company,4.5,39,,35.92881,-86.9202,"158 Front St, Ste 100, Franklin, TN 37064",Franklin,TN,"New American, Caribbean, Gluten-Free"
Ludlow & Prime,3.2,39,,35.86366392786847,-86.84216454451521,"6001 Hughes Crossing, Ste 150, Franklin, TN 37064",Franklin,TN,"Seafood, Burgers, Cocktail Bars"
GRAY'S On Main,3.7,751,$$,35.92508,-86.86975,"332 Main St, Franklin, TN 37064",Franklin,TN,"Bars, American, Salad"
North Italia,4.1,308,$$,35.937757,-86.8263992,"4041 Aspen Grove Dr, Ste 100, Franklin, TN 37067",Franklin,TN,"Italian, Pizza, Cocktail Bars"
Hop House Tennessee Taps,4.5,75,,35.924426,-86.8722323,"117 5th Ave N, Ste B, Franklin, TN 37064",Franklin,TN,"Beer Bar, Cheesesteaks, Burgers"
Ground Restaurant - Cool Springs,4.4,534,$$,35.95413590582036,-86.80273146143178,"330 Mayfield Dr, Ste D4, Franklin, TN 37067",Franklin,TN,"American, Salad, Burgers"
Tio Fun - Franklin,4.3,53,,35.91995281979621,-86.8722341582179,"901 Columbia Ave, Franklin, TN 37064",Franklin,TN,Mexican
Coal Town Public House,4.0,84,$$,35.92894932217927,-86.92064954470094,"187 Front St, Ste 103B, Franklin, TN 37064",Franklin,TN,"New American, Cocktail Bars, Steakhouses"
Jambox Sandwich Shop,4.5,17,,35.915437,-86.827199,"1311 Murfreesboro Rd, Franklin, TN 37064",Franklin,TN,"Sandwiches, Desserts, Salad"
Brown Bag,4.7,167,$,35.945539000094,-86.8263442563826,"420 Cool Springs Blvd, Franklin, TN 37067",Franklin,TN,"New American, Salad, Caterers"
The Loveless Cafe,4.3,3211,$$,36.035175,-86.972013,"8400 Hwy 100, Nashville, TN 37221",Franklin,TN,"Breakfast & Brunch, American, Southern"
Wild Ginger Restaurant,4.1,653,$$,35.959361,-86.80701,"101 Market Exchange Ct, Franklin, TN 37067",Franklin,TN,"Asian Fusion, Sushi Bars, Seafood"
Cledis,4.6,5,,36.08010046130295,-86.95255215889559,"7648 US-70, Nashville, TN 37221",Franklin,TN,"Burgers, Beer Bar, Sandwiches"
1799 Kitchen & Cocktails,3.7,101,,35.926698447379415,-86.86795182464482,"130 2nd Ave N, Franklin, TN 37064",Franklin,TN,"New American, Lounges, Cocktail Bars"
Biscuit Love - Franklin,4.0,642,$$,35.923973489176376,-86.86834429193111,"132 3rd Av S, Franklin, TN 37064",Franklin,TN,"Breakfast & Brunch, Southern, Coffee & Tea"
The Rutledge,3.5,275,$$,35.955868,-86.8046398697938,"105 International Dr, Franklin, TN 37067",Franklin,TN,"Bars, American"
O' Be Joyful,4.2,135,$$,35.925008818514,-86.8696331683283,"328 Main St, Franklin, TN 37064",Franklin,TN,"Burgers, Whiskey Bars"
M.L.Rose Craft Beer & Burgers,4.0,67,,35.89193,-86.87782,"3084 Columbia Ave, Franklin, TN 37064",Franklin,TN,"American, Breakfast & Brunch, Cocktail Bars"
Beijing Hotpot,4.5,18,,35.94873609114287,-86.81610956245622,"2000 Mallory Ln, Ste 310, Franklin, TN 37067",Franklin,TN,"Hot Pot, Szechuan, Salad"
Fox & Locke,4.1,89,$$,35.895877084194005,-86.99646133929491,"4142 Old Hillsboro Rd, Franklin, TN 37064",Franklin,TN,"Comfort Food, Southern, Music Venues"
Hogwood BBQ,4.3,508,$$,35.9454328843457,-86.8211799294385,"600A Frazier Dr, Ste 100, Franklin, TN 37067",Franklin,TN,"Barbeque, Food Trucks"
Quinn's Neighbourhood Pub and Eatery,4.0,306,$$,35.91576,-86.83902,"1010 Murfreesboro Rd, Ste 118, Franklin, TN 37064",Franklin,TN,"Pizza, Burgers, Pubs"
Drake's,3.6,452,$$,35.94772925860465,-86.82132427466098,"553 Cool Springs Blvd, Franklin, TN 37067",Franklin,TN,"American, Bars, Sushi Bars"
Franklin Chop House,3.9,217,$$,35.91689,-86.83826,"1101 Murfreesboro Rd, Franklin, TN 37064",Franklin,TN,"New American, American, Steakhouses"
Karrington Rowe,4.1,28,,36.027165454975304,-86.79084455717054,"330 Franklin Rd, Ste 913d, Brentwood, TN 37027",Franklin,TN,New American
Tony’s Eat and Drink,4.2,125,$$,35.951724,-86.806481,"1000 Meridian Blvd, Ste 100, Franklin, TN 37067",Franklin,TN,"Sports Bars, American, Burgers"
Takumi Hibachi,4.1,177,,35.94790483720999,-86.82447911383433,"545 Cool Springs Blvd, Unit 195, Franklin, TN 37067",Franklin,TN,"Sushi Bars, Teppanyaki"
Pasta and Cream,4.6,418,$$,35.91721,-86.828908,"1203 Murfreesboro Rd, Ste 160, Franklin, TN 37064",Franklin,TN,"Italian, Pasta Shops"
Circa,4.3,517,$$,35.799723,-86.910478,"1549 Thompson's Station Rd W, Thompson's Station, TN 37179",Franklin,TN,"New American, Southern"
Sopapilla's,3.8,868,$$,35.9713748175189,-86.8357807119202,"1109 Davenport Blvd, Franklin, TN 37069",Franklin,TN,"Mexican, Breakfast & Brunch"
Churchill’s,3.1,9,,35.96682091225483,-86.6755888,"7180 Nolensville Rd, Ste 1B, Nolensville, TN 37135",Franklin,TN,"Pubs, British, Cocktail Bars"
Ruby Sunshine Franklin,4.0,624,$$,35.92533,-86.86829,"231 Public Sq, Franklin, TN 37064",Franklin,TN,"Breakfast & Brunch, Cocktail Bars, Sandwiches"
Sperry's Restaurant,4.2,495,$$$,35.94504,-86.82258,"650 Frazier Dr, Ste 140, Franklin, TN 37067",Franklin,TN,"Steakhouses, Breakfast & Brunch, Seafood"
Changhong Spicy Hot Pot,4.1,47,,35.917723427319565,-86.83848637280906,"1113 Murfreesboro Rd, Ste 108, Franklin, TN 37064",Franklin,TN,"Chinese, Noodles, Hot Pot"
January,3.9,13,,35.92414,-86.87144,"2200 Osage Lp, Franklin, TN 37064",Franklin,TN,New American
Granite City Food & Brewery,3.4,488,$$,35.933616,-86.821486,"1864 W McEwen Dr, Franklin, TN 37067",Franklin,TN,"Breweries, American, Breakfast & Brunch"
Scout's Pub,3.7,150,$$,35.928805,-86.920187,"158 Front St, Ste 120, Franklin, TN 37064",Franklin,TN,"Burgers, Pubs, New American"
Bishop's Meat and Three,4.0,337,$$,35.9437659,-86.821178,"3065 Mallory Ln, Ste 115, Franklin, TN 37067",Franklin,TN,"Southern, Comfort Food, Chicken Shop"
Perry's Steakhouse & Grille - Cool Springs,3.9,324,$$$$,35.93628,-86.82606,"5028 Aspen Grove Dr, Franklin, TN 37067",Franklin,TN,"Steakhouses, New American, Seafood"
Mojo's Tacos - Franklin,4.1,426,$$,35.93251333151463,-86.86009138220898,"230 Franklin Rd 11Y, Franklin, TN 37064",Franklin,TN,Tacos
Hattie B's Hot Chicken - Franklin,4.5,115,$$,35.9328025,-86.86112,"230 Franklin Rd, Ste 14b, Franklin, TN 37064",Franklin,TN,"Chicken Shop, Chicken Wings, Sandwiches"
Merridee's Breadbasket,4.0,490,$$,35.9240608,-86.870079,"110 4th Ave S, Franklin, TN 37064",Franklin,TN,"Bakeries, American, Breakfast & Brunch"
Umi Japanese Restaurant,4.4,161,$$,35.86216,-86.84503,"4000 Hughes Crossing, Ste 100, Franklin, TN 37064",Franklin,TN,"Japanese, Sushi Bars"
Ground Restaurant,4.3,191,$$,35.912402,-86.887808,"1409 West Main St, Ste 301, Franklin, TN 37064",Franklin,TN,"Burgers, American, Salad"
J. Alexander's,4.0,449,$$,35.9639,-86.81125,"1721 Galleria Blvd, Franklin, TN 37064",Franklin,TN,"New American, Steakhouses, Seafood"
Eggstravaganza Cafe,4.6,545,$$,36.0101112,-86.7014149,"6444 Nolensville Pike, Antioch, TN 37013",Franklin,TN,"Breakfast & Brunch, Cafes, Coffee & Tea"
Wilco Fusion Grill,4.6,174,$$,35.95691596417278,-86.80233031452444,"9040 Carothers Pkwy, Ste B105, Franklin, TN 37067",Franklin,TN,"Cafes, Empanadas, Latin American"
Thai Samurai,4.8,24,,35.95992224289985,-86.81179168179249,"1762 Galleria Blvd, Brentwood, TN 37027",Franklin,TN,"Japanese, Thai, Sushi Bars"
The Library,3.5,2,,35.93645994044274,-86.82753887326916,"5011 Aspen Grove Dr, Franklin, TN 37067",Franklin,TN,"Wine Bars, American, Cocktail Bars"
HoneyFire BBQ,4.3,555,$$,36.0811304982494,-86.94808301517728,"8127 Sawyer Brown Rd, Ste 304, Nashville, TN 37221",Franklin,TN,"Barbeque, Food Trucks"
Edessa Restaurant Kurdish Turkish Cuisine ,4.7,508,$$,36.087998,-86.730544,"3802 Nolensville Pike, Nashville, TN 37211",Franklin,TN,"Middle Eastern, Kebab, Turkish"
Outlanders Southern Chicken,4.4,284,$$,35.962708,-86.675281,"7215 Nolensville Rd, Nolensville, TN 37135",Franklin,TN,"Chicken Shop, Caterers"
Whiskey Room Live - Franklin,3.7,18,$$,35.9544868317763,-86.8145670277863,"1910 Galleria Blvd, Franklin, TN 37067",Franklin,TN,"Bars, Music Venues, American"
Franklin Bakehouse,4.1,90,$$,35.9265924014774,-86.86647101842,"100 E Main St, Franklin, TN 37064",Franklin,TN,"Bakeries, Sandwiches"
The Country Boy,3.8,139,$,35.89551866656309,-86.99639398220883,"4141 Old Hillsboro Rd, Franklin, TN 37064",Franklin,TN,"American, Southern, Soul Food"
Fork of the South,4.5,2,,35.932242998128885,-86.85893777036132,"230 Franklin Rd, Ste 8D, Franklin, TN 37064",Franklin,TN,"Coffee & Tea, Breakfast & Brunch, Waffles"
Jonathan's Grille,3.7,350,$$,35.95251,-86.81476,"7135 S Springs Dr, Franklin, TN 37067",Franklin,TN,"American, Pizza, Desserts"
Pita Way - Cool Springs,4.8,160,$$,35.94591,-86.82277,"500 Cool Springs Blvd, Ste 120, Franklin, TN 37067",Franklin,TN,"Mediterranean, Sandwiches"
Stoney River,4.0,394,$$$,35.96307340397987,-86.8101801361015,"1726 Galleria Blvd, Franklin, TN 37067",Franklin,TN,"Steakhouses, Seafood"
Meatville Smoking,5.0,11,,36.07081224293535,-86.63735447661627,"2695 Murfreesboro Pike, Nashville, TN 37217",Franklin,TN,"Barbeque, Smokehouse"
Pueblo Real Mexican Restaurant - Franklin,4.3,404,$$,35.9141216,-86.885854,"1340 W Main St, Franklin, TN 37064",Franklin,TN,"Mexican, Seafood, Bars"
Half Way Market & Diner,4.3,44,$,35.91156,-86.88912,"1419 W Main St, Franklin, TN 37064",Franklin,TN,"Diners, Breakfast & Brunch, Delis"
Connors Steak & Seafood,4.0,423,$$$,35.9549615620794,-86.8151791009124,"1916 Galleria Blvd, Franklin, TN 37067",Franklin,TN,"Seafood, Steakhouses, Wine Bars"
55 South,4.0,273,$$,36.029454,-86.788946,"7031 Executive Center Dr, Ste 101, Brentwood, TN 37027",Franklin,TN,"Southern, Bars, Comfort Food"
The Fainting Goat Coffee,4.5,44,,35.916898233422664,-86.8728024,"1143 Columbia Ave, Franklin, TN 37064",Franklin,TN,"Coffee & Tea, Breakfast & Brunch, Desserts"
Firebirds Wood Fired Grill,3.9,503,$$,36.0408896817889,-86.76904991779158,"700 Old Hickory Blvd, Brentwood, TN 37027",Franklin,TN,"Seafood, Steakhouses, Wine Bars"
The Eastern Peak - Franklin,4.1,96,$$,35.95029179450565,-86.80775740192975,"1175 Meridian Blvd, Ste 106, Franklin, TN 37067",Franklin,TN,"Thai, Sushi Bars, Asian Fusion"
Waldo's Chicken & Beer,3.9,159,$$,35.92248564302214,-86.81552815276038,"1201 Liberty Pike, Ste 129, Franklin, TN 37067",Franklin,TN,"Southern, American"
Ichiddo Ramen,4.1,106,,35.9653264,-86.81355639476875,"1709 Galleria Blvd, Ste 1035, Franklin, TN 37067",Franklin,TN,Ramen
Amish Country Market At The Feed Mill,4.4,110,$,35.95387,-86.67022,"7280 Nolensville Rd, Nolensville, TN 37135",Franklin,TN,"Bakeries, Farmers Market, Breakfast & Brunch"
Frothy Monkey,4.0,602,$$,35.923396,-86.870905,"125 5th Ave S, Franklin, TN 37064",Franklin,TN,"Coffee & Tea, Breakfast & Brunch, Cafes"
Big Bad Breakfast - Franklin,3.9,442,$$,35.92246154646213,-86.8157971,"1201 Liberty Pike, Ste 101, Franklin, TN 37067",Franklin,TN,"Breakfast & Brunch, Coffee & Tea, Burgers"
Brixx Wood Fired Pizza + Craft Bar,4.0,305,$$,35.93515049017392,-86.82679252769236,"1550 W Mcewen Dr, Ste 10, Franklin, TN 37067",Franklin,TN,"Pizza, Salad, Chicken Wings"
Condado Tacos,3.7,184,$$,35.9384748,-86.826337,"4031 Aspen Grove Dr, Ste 108, Franklin, TN 37067",Franklin,TN,Tacos
West Coast Taco Shop,4.5,82,,35.908738,-86.874105,"1511 Columbia Ave, Franklin, TN 37064",Franklin,TN,Tacos
Herban Market,4.3,348,$$,35.970965376572764,-86.835905,"3078 Maddux Way, Ste 300, Franklin, TN 37069",Franklin,TN,"Health Markets, Organic Stores, American"
Ginger Pig,4.7,9,,35.92448,-86.87047,"Franklin, TN 37064",Franklin,TN,"Food Trucks, Sandwiches"
Korea BBQ & Sushi,4.3,250,$$,36.0004353360645,-86.69262307496831,"6688 Nolensville Rd, Ste102, Brentwood, TN 37027",Franklin,TN,"Korean, Barbeque, Sushi Bars"
Village Pizza Company,4.4,7,,35.82833708346374,-86.8846844707713,"1990 Tollgate Blvd, Ste 109, Thompson's Station, TN 37179",Franklin,TN,Pizza
Maniac's,4.1,225,$,35.96387,-86.8189699,"99 Seaboard Ln, Ste 500, Brentwood, TN 37027",Franklin,TN,Chicken Shop
Jay's Chicago,4.5,25,$,35.93368,-86.859137,"Nashville, TN 37027",Franklin,TN,"Food Trucks, Hot Dogs"
Tito's Berry Farms - Franklin,3.6,355,$$,35.86248,-86.84533,"4001 Hughes Crossing, Ste 111, Franklin, TN 37064",Franklin,TN,"Sports Bars, Mexican, Seafood"
Edley's Bar-B-Que,3.8,136,$$,35.88743024303313,-86.81386489937094,"501 Sara Avalyn Berry Ln, Franklin, TN 37064",Franklin,TN,"Cocktail Bars, Southern, Barbeque"
CoreLife Eatery,4.3,104,,35.9461251078665,-86.8278398168454,"401B Cool Springs Blvd, Ste 220, Franklin, TN 37067",Franklin,TN,"Gluten-Free, Salad, New American"
Benchmark Sports Pub & Eatery,3.0,120,$$,35.8629573083223,-86.8445166740303,"5000 Hughes Crossing, Ste 115, Franklin, TN 37064",Franklin,TN,"Sports Bars, American, Pubs"
Barbara's Home Cookin,4.2,161,$,36.0057678,-86.8888766,"1232 Old Hillsboro Rd, Franklin, TN 37069",Franklin,TN,"American, Southern, Seafood"
McCreary's Irish Pub and Eatery,4.0,228,$$,35.92449,-86.87098,"414 Main St, Franklin, TN 37064",Franklin,TN,"Irish Pub, American"
Brewhouse South,3.6,220,$$,35.95317,-86.8132953,"1855 Galleria Blvd, Franklin, TN 37067",Franklin,TN,"Sports Bars, Cajun/Creole"
JJ's Wine Bar,4.0,174,$$,35.92596,-86.86794,"206 E Main St, Franklin, TN 37064",Franklin,TN,"Wine Bars, Cocktail Bars, Tapas/Small Plates"
Amendment XVIII,3.7,3,,35.92473997614301,-86.869314,"317 Main St, Franklin, TN 37064",Franklin,TN,"Speakeasies, Cocktail Bars, Tapas/Small Plates"
Fozzy's Bar & Grill,5.0,1,,35.945293713197216,-86.82187906289565,"600 A Frazier Dr, Franklin, TN 37067",Franklin,TN,"American, Cocktail Bars"
Zolo's Italian Restaurant,3.2,181,$$,35.9245071411133,-86.8723068237305,"119 5th Ave N, Franklin, TN 37064",Franklin,TN,Italian
